name,text,episode,season
JOSIE,"Today, all work here will stop. The mill will shut down. Perhaps you can spend the day with your families. Thank you all for your attention.CUT TO:INT. PACKARD SAW MILL - DAYWe view a huge circular saw blade come to a complete stop.CUT TO:EXT. TRAIN BRIDGE - DAYTUNE: LAURA PALMER'S THEME    With the sound of the wind blowing, we see a young girl, RONETTE PULASKI, walking slowly along the train tracks of a bridge. She is wearing only slip that is dirty. Her makeup is smeared and there are tied loops of twine around each wrist that have been cut and are hanging free. Nearby, at the end of the bridge, an ENGINEER is arranging the track switch. Out of the corner of his eye he spots RONETTE.",1,1
ENGINEER,"What the hell.CUT TO:TUNE: THE BOOKHOUSE BOYS (1:12 - 2:11)TUNE ENDS: LAURA PALMER'S THEME    EXT. BIG ED'S GAS FARM - DAYJAMES HURLEY is on his motorcycle and he pulls in to his uncle's gas station. As he drives in, JAMES sets off a bell alerting 'BIG' ED HURLEY, a very tall man dressed in a plaid flannel and blue jeans, who comes out of the station to meet him. JAMES parks his motorcycle but doesn't get off it.",1,1
JAMES,Laura's dead.,1,1
BIG ED,"Yeah, I heard.",1,1
JAMES,She was the one.,1,1
BIG ED,Buy you a coffee?,1,1
JAMES,Can't do it. If you see Donna could you give this to her?JAMES hands BIG ED a folded piece of paper.,1,1
BIG ED,You bet.,1,1
NADINE,"Ed!JAMES starts up his motorcycle and drives off. NADINE HURLEY, BIG ED'S wife who has a patch over her left eye, is yelling to BIG ED from their home behind the gas station.TUNE ENDS: THE BOOKHOUSE BOYS (1:12 - 2:11)",1,1
NADINE,"Ed! They said those drapes would be ready by ten. Now I want those drapes up by nightfall!BIG ED walks over to his truck, gets in, starts it up and drives off.CUT TO:INT. CAR - DAYTUNE: DANCE OF THE DREAM MANWe view the interior of FBI SPECIAL AGENT DALE COOPER'S car as he is driving along the highway. He is alone in his car and is talking into a mini tape recorder that he is holding in his left hand.",1,1
COOPER,"Diane, 11:30 am, February 24. Entering the town of Twin Peaks, five miles South of the Canadian border, twelve miles West of the state line. I've never seen so many trees in my life. As W. C. Fields would say I'd rather be here then in Philadelphia. Fifty-four degrees on a slightly overcast day. Weatherman said rain. If you get paid that kind of money for being wrong sixty percent of the time it beat working. My mileage is 79,345. Gauge is on reserve. Riding on fumes here. I've got to tank up when I get into town. Remind me to tell you how much that is. Lunch was ... uhh ... (retrieves a receipt from his pocket) six dollars and thirty-one cents at the ... Lamplighter Inn, that's on highway two near Lewis Fork. That was a tuna fish sandwich on whole wheat, slice of cherry pie and a cup of coffee. (emphasized) Damn good food. Diane, if you ever get up this way that cherry pie is worth a stop. Okay. (picks up card) Looks like I'll be meeting up with a ahh ... Sheriff Harry S. Truman. Shouldn't be to hard to remember that. That will be at the Calhoun Memorial Hospital. I guess we're going to go up to intensive care and take a look at that girl that crawled down the railroad tracks off the mountain. I'm pretty sure I'll be checking into a hotel. I'm sure the sheriff will be able to recommend a clean place, reasonably priced. That's what I need, clean place, reasonably priced.CUT TO:EXT. ROAD INTO TWIN PEAKS - DAYCOOPER continues to talk as he passes the 'Welcome to Twin Peaks' sign.",1,1
COOPER,"Oh Diane, I almost forgot. I got to find out what kind of trees these are. Their really something.TUNE ENDS: DANCE OF THE DREAM MANCUT TO:INT. CALHOUN MEMORIAL HOSPITAL - DAYSHERIFF TRUMAN and AGENT COOPER meet for the first time in a hallway of the hospital.",1,1
SHERIFF TRUMAN,Agent Cooper?,1,1
COOPER,Yes.,1,1
SHERIFF TRUMAN,Sheriff Harry S. Truman. (extends his hand for greeting),1,1
COOPER,"Dale Cooper, FBI (shakes hands). Pleasure.",1,1
SHERIFF TRUMAN,Good to meet you.COOPER clears his throat and they both proceed to walk up the hall.,1,1
SHERIFF TRUMAN,Have any trouble finding the place?,1,1
COOPER,"No, no trouble to find. I came out over Highway Two near Lewis Fork. I stopped at a little place called the Lamplighter Inn, had a slice of cherry pie, incredible.",1,1
SHERIFF TRUMAN,Well I'll tell ya' we're sure glad to have the FBI here. We're kinda lucky in the way that Ronette step out across the state line. The whole town is very badly shaken up.,1,1
COOPER,"Yeah, sure its a nice quiet place, something like this. (stops TRUMAN in the hall, now face to face) Sheriff let me just talk to you in the hallway here for just a second. There's a few things we got to get straight right off the bat. Now I've learned about this the hard way, its best to talk about it up front. When the bureau gets called in, the bureau's in charge. Now your going to be working for me. Sometimes local law enforcement has a problem with that. I hope you understand.",1,1
SHERIFF TRUMAN,"Like I said, we're glad to have you here.COOPER now moves a little closer to SHERIFF TRUMAN and sports a grin.",1,1
COOPER,"Sheriff, what kind of fantastic trees have you got growing around here? Big, majestic.",1,1
SHERIFF TRUMAN,Douglas firs.,1,1
COOPER,(repeated in amazement) Douglas firs. (changes expression) Can someone give me a copy of the coroner's report on the dead girl.,1,1
SHERIFF TRUMAN,Well the autopsy hasn't been done yet. But I'll take you down stairs to the morgue when we're finished here.,1,1
COOPER,Fine.CUT TO:INT. CALHOUN MEMORIAL HOSPITAL - DAYSHERIFF TRUMAN and COOPER meet with DR. SHELVY at the open office station in the intensive care area of the hospital.,1,1
SHERIFF TRUMAN,"Dr. Shelvy, this is FBI Agent Cooper.DR. SHELVYGlad to know you. (shakes hands with COOPER)",1,1
COOPER,"Doctor how's the girl.DR. SHELVYShe's in shock, suffering from exposure.",1,1
COOPER,"Could I see her?DR. SHELVYAlright, this way.DR. SHELVY leads the way to RONETTE'S bed as COOPER and SHERIFF TRUMAN follow her.CUT TO:INT. CALHOUN MEMORIAL HOSPITAL - DAYDR. SHELVY, COOPER and SHERIFF TRUMAN are beside RONETTE'S bed. RONETTE is lying on the hospital bed unconscious. She is hooked up to several machines that are beeping.",1,1
COOPER,Was she raped?DR. SHELVYSeveral times.,1,1
COOPER,One perpetrator?DR. SHELVYWe're waiting for the results.,1,1
COOPER,(turns around to SHERIFF TRUMAN) Any connection to the dead girl?,1,1
SHERIFF TRUMAN,Same high school. As far as we know they hardly knew each other. No connection.,1,1
COOPER,Hmm. I'd like to question her.DR. SHELVYThis girl doesn't even know where she is or if she is.,1,1
COOPER,"What exactly are you saying?DR. SHELVYWe need a CAT scan and we are not equipped for that here. My opinion, she may have neurological damage. She's just not responsive at all.",1,1
COOPER,I'd like to examine her fingers?DR. SHELVY looks at SHERIFF TRUMAN with a puzzled look. SHERIFF TRUMAN shrugs and gives a blank stare.DR. SHELVYAll right.COOPER moves over to RONETTE and grabs her left hand. With a small magnifying glass he looks at her fingernails.,1,1
SHERIFF TRUMAN,They've already scrapped for particles.,1,1
COOPER,"Nah. That's not what I'm looking for. (continues looking) No, no. There's nothing here. Not a thing.As COOPER puts her hand down RONETTE mumbles.",1,1
RONETTE,No. No. Don't go there. Don't ... don't go there.DR. SHELVYRonie.,1,1
COOPER,"Ronette.RONETTE is again unconscious.CUT TO:INT. CALHOUN MEMORIAL HOSPITAL - DAYCOOPER and SHERIFF TRUMAN are in an elevator, we watch a man with one arm walk inside. The doors close. On the next floor the doors open and the ONE-ARMED MAN steps out. In front of the open door stand two nurses behind a counter and DR. LAWRENCE JACOBY. DR. JACOBY is talking to the nurses.DR. JACOBY... there's this fish and I pull him out of the water. Big mouth, got a big mouth and it starts talking to me. Wo... (notices COOPER and SHERIFF TRUMAN standing quietly in the elevator as the doors close) Hey, hey.DR. JACOBY tries to get COOPER'S and SHERIFF TRUMAN'S attention but is cut off by the closing of the elevator doors.CUT TO:INT. CALHOUN MEMORIAL HOSPITAL - DAYAs COOPER and SHERIFF TRUMAN exit the elevator on their intended floor. They are met by DR. JACOBY who used the stairs to get to them. DR. JACOBYHarry.",1,1
SHERIFF TRUMAN,"Dr. JacobyDR. JACOBY(slightly out of breath) Terrible, terrible tragedy.",1,1
SHERIFF TRUMAN,Yes.DR. JACOBY stands quietly with his hands in his pockets and with large ear plugs in his ears. He wants to be greeted with COOPER.,1,1
SHERIFF TRUMAN,"This is special agent Dale Cooper.DR. JACOBY pulls out one of his ear plugs. Having misheard TRUMAN, he asks...DR. JACOBYUhm, Gary Cooper?",1,1
SHERIFF TRUMAN,Agent Cooper.DR. JACOBYAgent. (points at COOPER) F B I.,1,1
COOPER,"Right.DR. JACOBY(slight laugh) Dr. Lawrence Jacoby agent Cooper. Laura was a patient of mine. Listen, your on your way to the morgue now. Do you mind if I join you?",1,1
COOPER,(scans DR. JACOBY from head to toe) Yes I do. Why would you want to?,1,1
SHERIFF TRUMAN,"It's sort of against procedure doctor.DR. JACOBYWell, no offense. I ... I thought I could be of some help.",1,1
COOPER,"You still could be, at another time.DR. JACOBYOh. I ... I understand completely, yeah. Oh. By the way, (slight laugh) Laura's ... uhh ... Laura's parents ... (slight laugh) they didn't know that she was seeing me. (little crazed laugh)COOPER and SHERIFF TRUMAN look at each other and then walk off. COOPER turns his head to look at DR. JACOBY and then to SHERIFF TRUMAN as they walk down the hospital hallway.",1,1
COOPER,That guy is a psychiatrist?,1,1
SHERIFF TRUMAN,"Yeah.CUT TO:INT. CALHOUN MEMORIAL HOSPITAL- DAYIn the examining room with LAURA, COOPER is seated to the left side of LAURA and SHERIFF TRUMAN sits opposite of him. To the foot of the table, and in the background, is a DOCTOR'S ASSISTANT. The overhead fluorescent lights are flickering and are producing a buzzing sound.DOCTOR'S ASSISTANTI have to apologize again for the fluorescent lights. I ... I think its a bad transformer.",1,1
COOPER,Its quite alright.COOPER moves the table light to LAURA'S left hand that he is examining with his little magnifying glass.,1,1
SHERIFF TRUMAN,"Agent Cooper, we did scrape those nails when we brought her in.",1,1
COOPER,"There it is, there it is. Oh my god, there it is.",1,1
SHERIFF TRUMAN,What?,1,1
COOPER,Would you leave us please?DOCTOR'S ASSISTANT(misheard) Jim.,1,1
COOPER,"Ahh, would you leave us alone please?DOCTOR'S ASSISTANTOh, certainly.The DOCTOR'S ASSISTANT leaves and closes the door behind himself. COOPER grabs a tweezer from the doctor's tool pan.CUT TO:INT. CALHOUN MEMORIAL HOSPITAL - DAYWe view a CLOSEUP of LAURA'S left ring finger as COOPER probes underneath the fingernail with the tweezer. He slowly pulls out a piece of paper from underneath the fingernail.CUT TO:INT. CALHOUN MEMORIAL HOSPITAL - DAYThe overhead fluorescent lights are still flickering and buzzing. AGENT COOPER retrieves his mini tape recorder from his pocket and turns it on.",1,1
COOPER,Diane. I'm at the Twin Peaks county morgue with the body of the victim ... (to TRUMAN) What's her name?,1,1
SHERIFF TRUMAN,Laura Palmer.,1,1
COOPER,"Laura Palmer. I got here before the autopsy. Diane, its the same thing. I told you I had a feeling we'd see this again.",1,1
SHERIFF TRUMAN,What have you got here?,1,1
COOPER,"Ring finger, under the nail. Let's see what he left us.COOPER places the piece of paper on a small sheet of glass and flattens out the piece of paper. The small piece of paper has a single letter on it.",1,1
COOPER,"Its an 'R'. Diane, give this to Albert and his team don't go to Sam. Albert seems to have a little more on the ball. (to SHERIFF TRUMAN) We need a bag and tag this.",1,1
SHERIFF TRUMAN,"Okay, Cooper. Are ya' going to let me in on whatever the hell is going on here.",1,1
COOPER,"(smiling) Sheriff, we've got a lot to talk about.FADE OUT:FADE IN:EXT. BIG ED'S GAS FARM - DAYWe watch a truck being driven by BIG ED ring the service bell as he pulls into his gas station. DONNA is sitting in a parked car near the station building. She gets out and walks over to BIG ED, who has just come out of his truck.",1,1
DONNA,Hi Ed.,1,1
BIG ED,(surprised) Hey Donna.BIG ED gives DONNA a big hug.,1,1
BIG ED,I'm so sorry.,1,1
DONNA,Have you seen James yet?,1,1
BIG ED,He came by.,1,1
DONNA,Is he Okay.,1,1
BIG ED,No.,1,1
DONNA,Do you know where he went? I've already been up to the Roadhouse.,1,1
BIG ED,"I don't know honey. He told me to give you this.BIG ED gives DONNA the note JAMES gave him. DONNA opens the note and it reads.'Meet Me At The Roadhouse After 9:30.'A car, driven by MIKE NELSON, approaches the gas station and pulls in. He does not leave his vehicle or shut off the engine.",1,1
MIKE,(to DONNA) What the hell are you doing?,1,1
DONNA,Well ... I ...,1,1
MIKE,"I've been looking all over for you. In case you didn't realize, Bobby is in a lot of trouble. He's my best friend and your supposed to be with me Donna and we're going down to the police station to be with him.",1,1
DONNA,"Look, don't tell me where I ought to be! Second of all, Laura was my best friend.",1,1
MIKE,Get in the car.,1,1
BIG ED,Muffle it junior.,1,1
MIKE,Mind your own business.,1,1
BIG ED,Your on my lot friend.,1,1
MIKE,"Oh Ed, I'm not your friend. (switches attention to DONNA) Donna get to the sheriffs right now.MIKE revs the engine of his car and drives off, setting off the station bell and squealing his tires as he goes onto the road.",1,1
DONNA,"Boy, I sure know how to pick them, huh.CUT TO:EXT. HURLEY HOUSE - DAYNADINE sneaks her head outside the front doorway and yells out to BIG ED.",1,1
NADINE,Ed! You waiting for the drapes to hangs themselves!CUT TO:EXT. BIG ED'S GAS FARM - DAYBIG ED and DONNA are standing together near the entrance to the gas station. He turns around to look at NADINE.,1,1
BIG ED,Yo! Okay!CUT TO:EXT. HURLEY HOUSE - DAYNADINE pokes her head back inside the house and slams the door.CUT TO:EXT. BIG ED'S GAS FARM - DAY,1,1
BIG ED,"(turns to DONNA) Well, I know how to pick them too.",1,1
DONNA,"Ed, will you do me a favor. If James comes around will you tell him I'm looking for him.",1,1
BIG ED,"You bet. (places his hands on her shoulders) And Donna, you take it easy.",1,1
DONNA,Okay.She walks off back to her car.CUT TO:EXT. TWIN PEAKS SHERIFF'S DEPARTMENT - DAYWe view the front of the building as we hear booming thunder.CUT TO:INT. TWIN PEAKS SHERIFF'S DEPARTMENT - DAYTUNE: FRESHLY SQUEEZED (0:00 - 0:25)AGENT COOPER and SHERIFF TRUMAN are sitting next to each other at a long table in a conference room. They are examining the items collected from LAURA'S room. COOPER is holding a videocassette.,1,1
SHERIFF TRUMAN,That's the ... uhh ... video tape we just saw. The one we found from Laura's bedroom.,1,1
COOPER,Right. At a certain point I'm going to want to show this to the boyfriend.,1,1
SHERIFF TRUMAN,You say when.,1,1
COOPER,(puts the videocassette down) Did you complete your forensics? (picks up the diary),1,1
SHERIFF TRUMAN,"You bet, all done.",1,1
COOPER,(examines the diary) No key yet huh?,1,1
SHERIFF TRUMAN,"We're still looking.With his thumbs, COOPER forces the diary open. This breaks the locking mechanism and shoots the mechanical parts out which chime as they dance across the table. COOPER looks at SHERIFF TRUMAN.",1,1
SHERIFF TRUMAN,(smile) Why not.,1,1
COOPER,"(turns on his mini recorder). Diane, I just opened Laura Palmer's diary. This is the ... uhh ... last entry dated February 23. It reads, `asparagus for dinner again, I hate asparagus. Does this mean I'll never grow up.` And then she's written, `nervous about meeting 'J' tonight`. That's the letter 'J', Diane. (flips through the pages) Yeah, that is the last entry. Well that's something to get started on.",1,1
